,FEvals,Fitness,Iteration,Temperature,Time,max_iters
0,0.0,33.0,0,5,0.0003958039960707538,2048
1,2.0,31.0,1,5,0.005850212000950705,2048
2,4.0,31.0,2,5,0.010830177998286672,2048
3,6.0,31.0,3,5,0.015804188995389268,2048
4,8.0,31.0,4,5,0.01619329000095604,2048
5,10.0,31.0,5,5,0.021234891995845828,2048
6,12.0,31.0,6,5,0.021619282000756357,2048
7,14.0,31.0,7,5,0.022004952996212523,2048
8,16.0,29.0,8,5,0.022371692000888288,2048
9,18.0,29.0,9,5,0.027394618999096565,2048
10,20.0,31.0,10,5,0.027775372000178322,2048
11,22.0,31.0,11,5,0.02814545599539997,2048
12,23.0,31.0,12,5,0.0283480449943454,2048
13,25.0,29.0,13,5,0.02870593599800486,2048
14,27.0,29.0,14,5,0.029066717994282953,2048
15,29.0,29.0,15,5,0.02942068899574224,2048
16,31.0,29.0,16,5,0.029799111995089334,2048
17,33.0,29.0,17,5,0.03489915899990592,2048
18,35.0,27.0,18,5,0.035296795998874586,2048
19,37.0,27.0,19,5,0.035665405994222965,2048
20,39.0,27.0,20,5,0.03603050299716415,2048
21,41.0,27.0,21,5,0.03639727200061316,2048
22,43.0,29.0,22,5,0.03676141399773769,2048
23,45.0,28.0,23,5,0.037127265000890475,2048
24,47.0,28.0,24,5,0.03749019399401732,2048
25,49.0,28.0,25,5,0.03789184199558804,2048
26,51.0,28.0,26,5,0.038269592994765844,2048
27,53.0,28.0,27,5,0.03863379499671282,2048
28,54.0,28.0,28,5,0.038841160996526014,2048
29,56.0,28.0,29,5,0.03921025199815631,2048
30,58.0,28.0,30,5,0.03957416900084354,2048
31,60.0,30.0,31,5,0.039936547000252176,2048
32,62.0,32.0,32,5,0.04030371499538887,2048
33,64.0,30.0,33,5,0.04560214799857931,2048
34,66.0,30.0,34,5,0.04601740799989784,2048
35,68.0,32.0,35,5,0.04639183299877914,2048
36,70.0,32.0,36,5,0.04676760800066404,2048
37,72.0,32.0,37,5,0.04713535599876195,2048
38,74.0,32.0,38,5,0.047506764996796846,2048
39,76.0,34.0,39,5,0.04786707699531689,2048
40,78.0,32.0,40,5,0.04823600799863925,2048
41,79.0,32.0,41,5,0.048439256999699865,2048
42,81.0,32.0,42,5,0.04880647299432894,2048
43,83.0,34.0,43,5,0.0491825319986674,2048
44,85.0,34.0,44,5,0.04955176699877484,2048
45,87.0,34.0,45,5,0.0499354619969381,2048
46,88.0,34.0,46,5,0.050148611997428816,2048
47,90.0,32.0,47,5,0.050519560994871426,2048
48,92.0,32.0,48,5,0.05089066000073217,2048
49,94.0,32.0,49,5,0.051263567998830695,2048
50,95.0,32.0,50,5,0.05147170699638082,2048
51,97.0,34.0,51,5,0.05183732699515531,2048
52,99.0,32.0,52,5,0.052212153997970745,2048
53,101.0,34.0,53,5,0.052580979994672816,2048
54,103.0,34.0,54,5,0.05294924899499165,2048
55,105.0,36.0,55,5,0.05332448899571318,2048
56,106.0,36.0,56,5,0.05353291500068735,2048
57,107.0,36.0,57,5,0.05375468699639896,2048
58,109.0,38.0,58,5,0.05413229199621128,2048
59,111.0,36.0,59,5,0.05450591899716528,2048
60,113.0,36.0,60,5,0.054880466996110044,2048
61,115.0,34.0,61,5,0.05526304999511922,2048
62,116.0,34.0,62,5,0.05547385699901497,2048
63,117.0,34.0,63,5,0.05568680600117659,2048
64,119.0,34.0,64,5,0.05606306899426272,2048
65,121.0,34.0,65,5,0.0618253860011464,2048
66,122.0,34.0,66,5,0.06208910399436718,2048
67,124.0,36.0,67,5,0.06247709699528059,2048
68,126.0,36.0,68,5,0.06285869999555871,2048
